"Name","Description","Location"
"Shallow Atmosphere Model (SAM)","A modeling software that simulates the barotropic (vertically averaged) flow of the atmosphere while the effect of  non-barotropic (baroclinic) processes must be parameterized in the model..","http://www.mi.uni-hamburg.de/SAM.6074.0.html?&L=3"
"Met Office Global Seasonal Forcasting System version 4.0 (GloSea4)","An ensemble climate prediction system (Arribas et al, 2011) built around the first release of the HadGEM3 atmosphere-ocean coupled climate model. GloSea4 has two components: the forecast itself and an associated set of hindcasts, also called historical re-forecasts, used for calibration purposes ...","http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/glosea4"
"Ocean Data View","A software package for the exploration, analysis and visualization of oceanographic and other geo-referenced profile, time-series, trajectory or sequence data. It is platform independent, and runs on Windows (7, Vista, XP, 9x, Me, NT, 2000), Mac OS, Linux, and UNIX (Solaris, Irix, AIX) systems..","http://odv.awi.de/"
"REDFIT Software for Estimating Red-Noise Spectra Directly from Unevenly Spaced Time Series","A software code that estimates red-noise spectra directly from unevenly spaced time series, without requiring interpolation. .","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/softlib/redfit/"
"CM2G","A modeling software that breaks up the ocean into 50 vertical levels with a resolution of 10m in the upper ocean and 250m at the ocean bottom, provides tracer advection schemes, and parameterization of the bottom boundary layer..","http://www.gfdl.noaa.gov/cm2m-and-cm2g"
"CoreWall Corelyzer","A geological core data visualization software tool that is both scalable, and extensible. CoreWall is a real-time stratigraphic correlation, core description, and data visualization system..","http://www.corewall.org/"
"PyNIO","A Python module used for reading and writing files in several different data formats, including netCDF, netCDF 4, GRIB1, GRIB2, HDF 4, HDF-EOS 2 and HDF-EOS5, and CCM history files..","http://www.pynio.ucar.edu/newusers.shtml"
"Fledermaus","A 4D interactive geo-spatial processing and analysis software. The functionality of the program comes in bundles including: coastal zone mapping, environmental, exploration, geological, habitat mapping, hydrographic, and offshore software tools..","http://www.qps.nl/display/fledermaus/main"
"LMDZ-INCA Climate Chemistry Model","A coupled Climate-Chemistry Modeling software developed to study the interactions between dynamical, physical and chemical processes in the troposphere and stratosphere and in particular the upper troposphere and lower stratosphere. The model uses 50 vertical levels from the surface to 76 km and ...","http://meetings.copernicus.org/www.cosis.net/abstracts/EGU06/05007/EGU06-J-05007.pdf"
"pymex","Software that allows for use of python coding and functionality within MatLab software. No text parsing necessary. Currently for Linux only..","http://vader.cse.lehigh.edu/~perkins/pymex.html"
"akaike","Software that creates akaike information criterion for fitting AR models. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Regional Climate Model (REGCM4) 4.3.5.5","A regional climate software model with up to 10 km resolution including cloud physics, surface processes, radiative transfer processes, boundary layer processes, convection schemes, moisture schemes, greenhouse gas, aerosols, and cloud ice, precipitation processes, stretched grid model configurat...","http://www.ictp.it/research/esp/models/regcm4.aspx"
"whit1","Software that fits an AR model to time series and prewhiten. Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"Panoply 4.0.2","A cross-platform desktop application software for plotting geo-gridded data encoded in netCDF, HDF or GRIB format..","http://www.giss.nasa.gov/tools/panoply/"
"Hadley Centre Ocean Model version 3 (HadOM3)","An ocean modeling software that has a resolution of 1.25 × 1.25 degrees, 20 levels, and a timestep of one hour. Thus there are six ocean grid points for every atmospheric one. For ease of coupling the two models the grids are aligned and the ocean coastline is forced to be aligned to the atmosphe...","http://www.metoffice.gov.uk/research/modelling-systems/unified-model/climate-models/hadcm5"
"GPlates","Software for the visualization of plate-tectonics. The software offers a novel combination of interactive plate-tectonic reconstructions, geographic information system (GIS) functionality and raster data visualization. .","http://www.gplates.org/index.html"
"HAMMOCC","a sub-model that simulates biogeochemical tracers in the oceanic water column and in the sediment. It is set up as a subroutine of MPIOM, but can be interfaced to any Ocean General Circulation Model..","http://www.mpimet.mpg.de/en/science/models/mpiom.html"
"FOAM","A coupled global climate model using NEMO as its physical ocean model component, LIM2 as its sea ice model component, and data assimilation methods..","http://www.ncof.co.uk/FOAM-System-Description.html"
"HIgh Resolution Atmospheric Model (HiRam)","A modeling software for simulating the statistics of tropical storms, with sufficient fidelity that it can be used to study the causes of year-to-year variability in storm activity, recent trends in activity, as well as the predictability of the Atlantic hurricane season..","http://www.gfdl.noaa.gov/atmospheric-model"
"Louvain-le-Neuve Sea Ice Model (LIM3)","A numerical sea-ice modeling software designed for climate studies and operational oceanography. It is coupled to the ocean general circulation model OPA (Ocean Parallélisé) and is part of NEMO (Nucleus for European Modeling of the Ocean)..","http://www.elic.ucl.ac.be/repomodx/lim/"
"OpenGeoportal","Software that is an OpenSource framework for cataloging, managing and displaying geographically described data. The portal is a collaboratively developed, open source, federated web application to rapidly discover, preview, and retrieve geospatial data from multiple repositories.","http://opengeoportal.org/"
"dbSEABED","A software that creates unified, detailed mappings of the materials that make the seafloor by the integration of datasets. Data associated with dbSEABED are compatible with GIS, RDB's, modeling, visual, and stratigraphic software..","http://instaar.colorado.edu/~jenkinsc/dbseabed"
"MELTS","A software package designed to facilitate thermodynamic modeling of phase equilibria in magmatic systems. It provides the ability to compute equilibrium phase relations for igneous systems over the temperature range 500-2000 °C and the pressure range 0-2 GPa. .","http://melts.ofm-research.org/"
"NEMO","A modeling software that provides numerical solutions of ocean, sea-ice, tracers and biochemistry equations and their related physics. Also allows two-way nesting via the AGRIF software..","http://www.nemo-ocean.eu/"
"ISGS Seismometer Data","A software running continuously streaming seismometer data for the state of Illinois. Seismograph shows vertical, horizontal (both East-West, and North-South directions)..","http://www.isgs.illinois.edu/isgs-seismometer"
"Planet Simulator (Plasim)","A modeling software that is a coupled system of climate components for Earth, Mars and other planets developed as a model of intermediate complexity..","http://www.mi.uni-hamburg.de/Planet-Simul.216.0.html?&L=3%2525252525252520%2525252525252527"
"nbcf.R","Software script for non-bootstrapped correlation function. Code written in R for another script, may require necessary call name substitution..","https://github.com/cszang/bootRes/blob/master/R/nbcf.R"
"acf","Software that codes for an autocorrelation function and confidence limits.  Code written in MatLab for another script, may require necessary call name substitution..","http://www.ltrr.arizona.edu/~dmeko/mfiles1.html"
"CLIM-X-DETECT","A software code for detecting extremes against a time-dependent background in climate and weather time series..","http://www.manfredmudelsee.com/soft/clim-x-detect/index.htm"
